31/01/2022;Gustavo;194
31/01/2022;Gustavo;195
31/01/2022;Gustavo;196
31/01/2022;Gustavo;197
31/01/2022;JoseV;198
31/01/2022;JoseV;199
01/02/2022;JosepL;200
01/02/2022;JosepL;201
01/02/2022;JosepL;202
01/02/2022;JosepL;203
01/02/2022;Gustavo;204
01/02/2022;Gustavo;205
01/02/2022;OscarG;206
01/02/2022;OscarG;207
02/02/2022;JosepL;208
02/02/2022;Gustavo;209
02/02/2022;OscarG;210
03/02/2022;JosepL;211
03/02/2022;JosepL;212
03/02/2022;JosepL;213
03/02/2022;Gustavo;214
03/02/2022;JoseV;215
04/02/2022;JosepL;216
04/02/2022;JosepL;217
04/02/2022;JosepL;218
04/02/2022;JoseV;219
04/02/2022;AlexI;220
04/02/2022;OscarG;221
04/02/2022;JosepL;222
04/02/2022;JosepL;223
04/02/2022;Gustavo;224
04/02/2022;JoseV;225
04/02/2022;JoseV;226
05/02/2022;JoseV;227
05/02/2022;JoseV;228
06/02/2022;JoseV;229
07/02/2022;JoseV;230
07/02/2022;Gustavo;231
07/02/2022;JosepL;232
07/02/2022;JosepL;233
07/02/2022;JosepL;234
07/02/2022;JoseV;235
08/02/2022;Gustavo;236
08/02/2022;JosepL;237
08/02/2022;JosepL;238
08/02/2022;JoseV;239
09/02/2022;Gustavo;240
09/02/2022;JosepL;241
09/02/2022;JosepL;242
09/02/2022;JoseV;243
10/02/2022;Gustavo;244
10/02/2022;JosepL;245
10/02/2022;JosepL;246
10/02/2022;OscarG;247
10/02/2022;OscarG;248
11/02/2022;Gustavo;249
11/02/2022;JosepL;250
11/02/2022;JosepL;251
11/02/2022;JosepL;252
11/02/2022;JosepL;253
11/02/2022;JosepL;254
11/02/2022;JosepL;255
11/02/2022;OscarG;256
12/02/2022;OscarG;257
12/02/2022;JoseV;258
13/02/2022;JoseV;259
14/02/2022;Gustavo;260
14/02/2022;JosepL;261
14/02/2022;JosepL;262
14/02/2022;JosepL;263
14/02/2022;JosepL;264
14/02/2022;OscarG;265
15/02/2022;Gustavo;266
15/02/2022;JosepL;267
15/02/2022;JosepL;268
15/02/2022;OscarG;269
16/02/2022;Gustavo;270
16/02/2022;JosepL;271
16/02/2022;AlexI;272
17/02/2022;Gustavo;273
17/02/2022;JosepL;274
17/02/2022;JosepL;275
17/02/2022;JosepL;276
17/02/2022;OscarG;277
17/02/2022;OscarG;278
18/02/2022;Gustavo;279
18/02/2022;OscarG;280
19/02/2022;JosepL;281
19/02/2022;JosepL;282
19/02/2022;OscarG;283
20/02/2022;OscarG;284
20/02/2022;JosepL;285
20/02/2022;OscarG;286
21/02/2022;Gustavo;287
21/02/2022;OscarG;288
21/02/2022;OscarG;289
22/02/2022;JosepL;290
22/02/2022;JosepL;291
22/02/2022;JosepL;292
22/02/2022;Gustavo;293
22/02/2022;OscarG;294
22/02/2022;OscarG;295
22/02/2022;OscarG;296
22/02/2022;OscarG;297
23/02/2022;JosepL;298
23/02/2022;Gustavo;299
23/02/2022;OscarG;300
23/02/2022;OscarG;301
23/02/2022;OscarG;302
24/02/2022;JosepL;303
24/02/2022;Gustavo;304
24/02/2022;OscarG;305
24/02/2022;OscarG;306
25/02/2022;OscarG;307
25/02/2022;JosepL;308
25/02/2022;JosepL;309
25/02/2022;JosepL;310
25/02/2022;JosepL;311
25/02/2022;JosepL;312
25/02/2022;AlexI;313
26/02/2022;Gustavo;314
26/02/2022;Gustavo;315
26/02/2022;LuisF;316
27/02/2022;Gustavo;317
27/02/2022;LuisF;318
28/02/2022;JosepL;319
28/02/2022;LuisF;320
28/02/2022;JosepL;321
28/02/2022;JosepL;322
28/02/2022;JosepL;323
28/02/2022;JosepL;324
28/02/2022;JosepL;325
28/02/2022;LuisF;326
01/03/2022;Gustavo;327
01/03/2022;Gustavo;328
01/03/2022;Gustavo;329
01/03/2022;JosepL;330
01/03/2022;JoseV;331
01/03/2022;JoseV;332
01/03/2022;JoseV;333
01/03/2022;JoseV;334
02/03/2022;Gustavo;335
02/03/2022;JosepL;336
02/03/2022;JosepL;337
02/03/2022;JosepL;338
02/03/2022;OscarG;339
02/03/2022;OscarG;340
03/03/2022;Gustavo;341
03/03/2022;JosepL;342
03/03/2022;JosepL;343
03/03/2022;JosepL;344
03/03/2022;JosepL;345
03/03/2022;JoseV;346
04/03/2022;JoseV;347
04/03/2022;Gustavo;348
04/03/2022;JoseV;349
05/03/2022;JoseV;350
05/03/2022;JoseV;351
05/03/2022;JosepL;352
05/03/2022;JoseV;353
05/03/2022;JoseV;354
05/03/2022;JoseV;355
06/03/2022;JoseV;356
06/03/2022;JosepL;357
06/03/2022;JoseV;358
06/03/2022;JoseV;359
07/03/2022;JoseV;360
07/03/2022;Gustavo;361
07/03/2022;OscarG;362
08/03/2022;JosepL;363
08/03/2022;Gustavo;364
08/03/2022;OscarG;365
09/03/2022;JosepL;366
09/03/2022;Gustavo;367
09/03/2022;Gustavo;368
09/03/2022;JoseV;369
09/03/2022;JoseV;370
10/03/2022;JosepL;371
10/03/2022;JosepL;372
10/03/2022;JosepL;373
10/03/2022;Gustavo;374
10/03/2022;Gustavo;375
10/03/2022;Gustavo;376
10/03/2022;Gustavo;377
10/03/2022;Gustavo;378
10/03/2022;JoseV;379
10/03/2022;JoseV;380
10/03/2022;JoseV;381
10/03/2022;JoseV;382
11/03/2022;JosepL;383
11/03/2022;JosepL;384
11/03/2022;JosepL;385
11/03/2022;JosepL;386
11/03/2022;JosepL;387
11/03/2022;JosepL;388
